"TPR","TNR","FDR","F1","MCC","alpha_bias","fp_bias","MSE_theta","exact_match","method","rep","scenario"
1,0.886363636363636,0.454545454545455,0.705882352941177,0.695320842762652,0.128565775706611,0.00237153951844311,0.0358689347123897,0,"scad",30,"S01_base"
1,0.909090909090909,0.4,0.75,0.738548945875996,0.130722207380474,0.00296083356242053,0.0358845224964626,0,"mcp",30,"S01_base"
1,0.704545454545455,0.684210526315789,0.48,0.471686377031934,0.237111954630201,0.00621429223425576,0.0124595458864418,0,"lasso",30,"S01_base"
1,0.636363636363636,0.727272727272727,0.428571428571429,0.416597790450531,0.226632728043486,0.00986648254432702,0.0123446203091356,0,"enet",30,"S01_base"
1,0.818181818181818,0.571428571428571,0.6,0.592156525463792,0.130349366616449,0.00462642073001355,0.00646260348551454,0,"scad_pool",30,"S01_base"
1,0.909090909090909,0.4,0.75,0.738548945875996,0.130722207380474,0.00296083356242053,0.00642105347466863,0,"mcp_pool",30,"S01_base"
1,0.931818181818182,0.333333333333333,0.8,0.788170109311512,0.0791091709202285,0.00132545703655189,0.057746094728735,0,"scad",31,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0753143838013683,0.00160484005629832,0.0529787271865472,0,"mcp",31,"S01_base"
1,0.772727272727273,0.625,0.545454545454545,0.538305421923955,0.183417751419406,0.00294031644883521,0.00948605701393215,0,"lasso",31,"S01_base"
1,0.772727272727273,0.625,0.545454545454545,0.538305421923955,0.221786457797508,0.00324225247474145,0.0114755806991055,0,"enet",31,"S01_base"
1,0.909090909090909,0.4,0.75,0.738548945875996,0.0753229400074875,0.00172323566117999,0.00530260984900774,0,"scad_pool",31,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0753143838013683,0.00160484005629832,0.00531004295914276,0,"mcp_pool",31,"S01_base"
1,0.886363636363636,0.454545454545455,0.705882352941177,0.695320842762652,0.0834924078720608,0.00110221145067777,0.0510874359008927,0,"scad",32,"S01_base"
1,0.977272727272727,0.142857142857143,0.923076923076923,0.915238951128249,0.0830107978024458,0.00059369869958242,0.0473998182531021,0,"mcp",32,"S01_base"
1,0.409090909090909,0.8125,0.315789473684211,0.276955854703499,0.100398482656086,0.0195952366466381,0.0137952359025755,0,"lasso",32,"S01_base"
1,0.590909090909091,0.75,0.4,0.384353057392904,0.174231770858601,0.0102227045268655,0.0166445753171988,0,"enet",32,"S01_base"
1,0.863636363636364,0.5,0.666666666666667,0.657128740672771,0.0815526057672664,0.00152889252558768,0.0122879020924506,0,"scad_pool",32,"S01_base"
1,0.954545454545455,0.25,0.857142857142857,0.846114112226649,0.0813539711866661,0.000824457527368709,0.0123085934860748,0,"mcp_pool",32,"S01_base"
1,0.886363636363636,0.454545454545455,0.705882352941177,0.695320842762652,0.176966336337206,0.0032822290030783,0.0290326034186631,0,"scad",33,"S01_base"
1,0.818181818181818,0.571428571428571,0.6,0.592156525463792,0.166647730366795,0.0101509464859821,0.0261773170448428,0,"mcp",33,"S01_base"
1,0.75,0.647058823529412,0.521739130434783,0.514495755427526,0.303345624527159,0.00640168884813508,0.0178962511121959,0,"lasso",33,"S01_base"
1,0.75,0.647058823529412,0.521739130434783,0.514495755427526,0.326023719138149,0.00704061955844896,0.0197644711584247,0,"enet",33,"S01_base"
1,0.909090909090909,0.4,0.75,0.738548945875996,0.186332652055435,0.0017390067588261,0.0110037181015907,0,"scad_pool",33,"S01_base"
